poselinear_left_x,poselinear_left_y,poselinear_left_z,poseangle_left_x,poseangle_left_y,poseangle_left_z,poseangle_left_w
0.89047068791433404,0.079455558210922303,0.31742866879685627,-0.41490372059081509,0.65705527142032472,-0.59365846581318826,0.20905238316506614
0.89125897737740001,0.079709464354348641,0.31765294187705473,-0.41494552199169171,0.65680870403293934,-0.59368991948328853,0.20965404739603585
0.89125476504608914,0.079850036654140116,0.318047926461477,-0.41449894037490415,0.65696014212113585,-0.59369844806152028,0.210038455673243
0.89124828614457163,0.080456888951591046,0.31689100670900344,-0.41431595678556582,0.65755070308786889,-0.59301379907040874,0.21048514183569145
0.89119077270551983,0.079917658623079507,0.31758146899759165,-0.41343101652821701,0.65773106795366121,-0.5932837350181136,0.210900560890525
0.89147780246173702,0.080402289891176676,0.31815473892889801,-0.41260366136515958,0.65803519550837108,-0.59301416177978039,0.21232546721707415
0.89109760226722612,0.079830956752958537,0.31780868061614354,-0.41187295019463055,0.65863397539223156,-0.59285873103962328,0.2123216531281823
0.89129702738812111,0.080236327237434263,0.31784991962855308,-0.4115483458053707,0.65870417403588899,-0.59282317146623842,0.21283199370694011
0.89134619723915298,0.080068236211665908,0.31834924939280218,-0.41121571868745205,0.65852828483459647,-0.59316192762386455,0.21307524115839435
0.89134049017266626,0.080567971644047734,0.31828750150084623,-0.41036618807123015,0.65913592420811118,-0.59275447207374865,0.21396626122540499
0.89148067535184783,0.080589795427927463,0.31798633838093315,-0.41028404879493569,0.6592418110656757,-0.59264600034552695,0.21409799653834349
0.89173833411782677,0.08084490218625677,0.31888216687953325,-0.40950761418439668,0.65937536669600016,-0.5926676335368829,0.21511093853477012
0.89139384701893021,0.080231970786547174,0.31886931037669725,-0.40859414505579084,0.6599439259978569,-0.59269741086198746,0.21502236702761629
0.89148328886632355,0.080284868115356428,0.3188064472534643,-0.40773863345291683,0.66054191559630893,-0.59255473750107834,0.21520331687809691
0.89141151956565168,0.080402060715269313,0.31873105445562216,-0.40741554158761711,0.66067127728848662,-0.59248525173658795,0.21560905897828125
0.89163998236992381,0.080364844464562796,0.31893727257565696,-0.40698987805145292,0.66091786572363553,-0.59248140799218674,0.21566778877378473
0.89168041558118927,0.08055885438988436,0.31830244419257431,-0.40688862216245436,0.66119157395427253,-0.59221468646027287,0.21575244338679481
0.89183318049261806,0.080538399774535196,0.31911846874319738,-0.40600860741951023,0.66165747333908576,-0.5921934375796849,0.21604011470873366
0.89104123640373767,0.079932054259461274,0.31880264606273945,-0.40499095977578731,0.66260053755070258,-0.59205660953485306,0.2154340299105533
0.89095971448353273,0.079005403507120944,0.31972431087953168,-0.40419616191249286,0.66261150946785308,-0.59272225063655548,0.21506227892468563
0.89089767113576501,0.078936865864565095,0.31958513793409404,-0.40386763425932853,0.66305218564426516,-0.59264262369063281,0.21454009810573646
0.89071771242803566,0.078566967816269276,0.31972494851865674,-0.40296734769496423,0.66367951146836124,-0.59281452506849508,0.21381712189770385
0.88952369457259484,0.077091288667147831,0.31946530051528871,-0.4016900087349955,0.66465041270861169,-0.59338948364682198,0.21159840846780767
0.88892289047372575,0.076842943632870031,0.31882357059125627,-0.40113909873494813,0.66542529500879222,-0.5936022870704174,0.20960182492847029
0.88746635767314341,0.074802931415512738,0.31935793344935515,-0.39879941718983147,0.66682366493906664,-0.59415078319655523,0.2080626625639547
0.88678458662037296,0.07471586576523348,0.31922213933856741,-0.39707088937770307,0.6682079517262689,-0.59397096961164109,0.20743994147027467
0.88568666192911849,0.072970190801177184,0.31945457599071458,-0.39552204156131388,0.6694480832809494,-0.59423531003115815,0.20563553861822262
0.88462997113722563,0.072212066391115312,0.31872921667718196,-0.39357421643008622,0.67123809328565065,-0.59402083889088286,0.20415190728244298
0.88305977753490683,0.070960761440086714,0.31848332056233558,-0.39054718438279368,0.67371084527108038,-0.59355518562413823,0.20317193544752546
0.88189511194391224,0.069958411876941753,0.31795743211237304,-0.38807864908700623,0.6759606665031439,-0.59303387313748346,0.20194792589919042
0.88014758188483089,0.068230803062543866,0.3181627099879788,-0.38493091386600448,0.67841144881898341,-0.59274129354406857,0.20060871513798872
0.87875987070468065,0.06658850484977788,0.31815063394339776,-0.38087488762001137,0.68119847621271357,-0.59233965867511351,0.20009169084839776
0.87747659200901318,0.065876435185191221,0.31828865437799708,-0.37645833470470225,0.68428001833321384,-0.59144975528680421,0.20056711024601787
0.87668091368972656,0.065034736766251169,0.31879662119518071,-0.37266306207305777,0.68676153441620469,-0.59092140876403831,0.20073048018912493
0.87510830708582021,0.063459318683814714,0.31894694996667483,-0.36979811030617898,0.68884864166506132,-0.59091946735273815,0.19887455743190283
0.87371121102114335,0.06192208267343588,0.31986187195326726,-0.36670394295283698,0.69080174912888925,-0.59094724273543908,0.19774356608165999
0.8712660426127472,0.060366733868972774,0.31819476799195812,-0.36462906803194112,0.69327447605784975,-0.59037937263090756,0.19459789301225211
0.86999013721990415,0.05888447158072159,0.31956226901713686,-0.36209421536819586,0.69481477763772681,-0.59070217895542088,0.19285004472502623
0.86895560244964876,0.057689073437630536,0.3209493708207809,-0.35880300941337712,0.69677036259320324,-0.5906545562404848,0.19209023254709276
0.86699255472883607,0.0560062826009248,0.32079899814706925,-0.35650263343549454,0.69870829160375381,-0.59056603161076437,0.18958997311365086
0.86545657737750659,0.054809191803899107,0.32096028528748288,-0.3530546258613716,0.70135538473633308,-0.58990429338913486,0.18832413573491485
0.86377486490094013,0.053435861723273942,0.32181021612658794,-0.35097073588912581,0.70286511201691548,-0.59014898544796546,0.18580729757905445
0.86245368460555449,0.051621203844257002,0.32231043714486474,-0.34785062606118505,0.7050489325248146,-0.58992591246772641,0.18410150051963575
0.86052117842357345,0.05082612353541964,0.32174758056125086,-0.34550910758500203,0.70738154173632395,-0.58927561964966424,0.18162889382766448
0.85955296017025618,0.049519757249336938,0.32264293531525767,-0.3432474685160336,0.70894978571406431,-0.58927658194727539,0.17979011836542352
0.85798893940683862,0.049089365838186891,0.32275739228662487,-0.34052502246548105,0.71107512050220734,-0.58864578630887066,0.17863655935576642
0.85692952331455641,0.047707819574033347,0.32350873780306105,-0.3391288127364942,0.71212675040099016,-0.5887520856085604,0.17674309442473857
0.8553334143390533,0.046208953132967162,0.32418240172286694,-0.33672075921068445,0.71394741865377098,-0.58831757744078128,0.17544412725539585
0.85466568792639508,0.046127696436985055,0.32438479319471769,-0.33515537829877029,0.71532757323906881,-0.58777739201002766,0.17462838487257182
0.85393432863958729,0.045411287893518323,0.32480483483471406,-0.33349407184364693,0.71654596731257469,-0.58768277820761183,0.17312577211788541
0.85310543579151965,0.045112999658907318,0.32468161957004349,-0.33197362790006835,0.71809161508245034,-0.58699606514254166,0.1719696549810979
0.8519163097640019,0.044449629382851338,0.32471222101031738,-0.32981580642582742,0.71991347330611688,-0.58631389260854372,0.1708278200944485
0.85193952445348164,0.044550753242332722,0.32590037611511979,-0.32897650551566404,0.72062245357633659,-0.58612455976514799,0.17010508123049817
0.85149913083771067,0.043893075655609667,0.32649568874716739,-0.32737760316901365,0.72186481754016596,-0.58562509525215811,0.16964179305794722
0.85151332326341533,0.044677208842008168,0.3262032246997012,-0.32682271560870774,0.72294975589691302,-0.58475878205721932,0.16907906380655505
0.8506165787614528,0.043884027192066744,0.32574389590566633,-0.32543805995720843,0.72464698679438277,-0.5837786665735194,0.1678668582977404
0.85068362011066456,0.044181642665338916,0.32672215879214839,-0.32477198166554222,0.72551626746866038,-0.58318680235407971,0.16745882814412497
0.85026018314822926,0.044057327701705895,0.32649072517895966,-0.32312983694075526,0.72703376796612007,-0.58234494532375047,0.16698315295713098
0.85009154290513411,0.04424107188123709,0.32692809024844566,-0.32269302879187906,0.72789320450075423,-0.58169359392989417,0.16635280217558684
0.85005610985231728,0.044755119131880017,0.32685096107516082,-0.3224424998875135,0.72884057209970043,-0.58084103001651688,0.16566820025890311
0.84996535456512945,0.04470175224944152,0.32689179505377169,-0.32229460604089971,0.72967915396150895,-0.58015580349003837,0.1646625727595247
0.85057311386969792,0.04554435202761814,0.32749138779916775,-0.32203647616430681,0.73031931724823007,-0.57945557708896411,0.16479513662195935
0.85066408041962482,0.046269025688345095,0.32694655352761232,-0.32236500634663923,0.73107254453003911,-0.57851330491146291,0.16412219032757847
0.85086163181834051,0.045894566616102861,0.32738619397172763,-0.32203861315970889,0.7317898550591535,-0.57790692131276833,0.16370195467822668
0.85149776474796612,0.046868322663415132,0.32764457836511007,-0.32169236837443249,0.7325761198895413,-0.57695873538315756,0.16420982419544924
0.85236555402803016,0.04878390600805188,0.32785599546235439,-0.32243828102545607,0.73296070223386056,-0.57596002493066678,0.16453635948343004
0.85273800308271808,0.048476580224477428,0.32809049201317875,-0.32203853167401042,0.73387655736091562,-0.57507319652574762,0.16433867868215557
