left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
0.22819999999999999,-0.25309999999999999,-1.4105000000000001,1.8573,-0.12770000000000001,-0.12920000000000001,-0.32790000000000002,-0.2286,-0.25040000000000001,1.4155,1.8552999999999999,0.11700000000000001,-0.12039999999999999,0.32790000000000002
0.22741822375435478,-0.25257437873508515,-1.4105650487176484,1.8556997082454776,-0.1272124070132015,-0.12961438189882449,-0.32757730175374733,-0.22972200476017954,-0.25028958106750188,1.4155607639524148,1.854205830381888,0.11561631105260092,-0.12161181508932432,0.32678616084836087
0.22781699554190529,-0.25297725870552829,-1.4109634651948517,1.8556990253440231,-0.12679777417989957,-0.12921390446034714,-0.32719406275060864,-0.22934665616888356,-0.25125231251561747,1.4156761829843088,1.8541966521849376,0.11419037105394111,-0.12123468615310376,0.32540369453769613
0.22825345552001181,-0.25273168584292843,-1.4094911914108523,1.8556970254650429,-0.12569773064242834,-0.12893769081587433,-0.32617824418415758,-0.22896936856088762,-0.25108937354187044,1.4149588866205538,1.8533939111092657,0.11306653485755057,-0.12004816851530474,0.3243838947051535
0.22787907102695085,-0.25253694970697232,-1.4103911870614356,1.8556946143170971,-0.12473508630668655,-0.12896156076053308,-0.32546939953150472,-0.2286814281640501,-0.25169882477123101,1.4154048054489003,1.8526941721738313,0.11248007689036166,-0.11855834745378942,0.32379064658996304
0.22828710381858505,-0.25327449930292462,-1.4108252932014824,1.8556933641723008,-0.12344178914205238,-0.1296670003487353,-0.32430793493157839,-0.2283011646193171,-0.25126382186462631,1.4165724868533554,1.8518944465366129,0.11175325693432436,-0.11667094960716726,0.32329794017101726
0.22789602158105512,-0.25321424937010339,-1.4104541361029124,1.8560916065310622,-0.12262238865190149,-0.12927085489160062,-0.32357393728204381,-0.22871107837764471,-0.25118233565122228,1.4159121846120977,1.8506910496417956,0.11067056937723815,-0.11477512774914939,0.32230931830333032
0.2283225911357594,-0.25261787298969457,-1.4105558397688984,1.8556885737267634,-0.12159767453740912,-0.12899100908865155,-0.32282577281712665,-0.22873437697960061,-0.25212532801163451,1.4147929010432969,1.8491879658392179,0.10971385869064071,-0.11318645937423027,0.32122707334144401
0.22833267747840194,-0.25174444819814612,-1.4113940179992532,1.8556876236709183,-0.12084086308947782,-0.12929788452929511,-0.32241819159163321,-0.22874802063997396,-0.25284402745550139,1.4144281418600755,1.8495913842180565,0.10918456751587109,-0.11019544047913818,0.32058528196087688
0.22907055374073176,-0.25226892371267412,-1.4111354562596226,1.8556831964824776,-0.11952315045083506,-0.12862245991964294,-0.32119350111019462,-0.22874944052263063,-0.25550493038550864,1.4144479495889428,1.8483898958629634,0.10918819598604733,-0.10750147258609637,0.32014750155482363
0.22877970924704305,-0.25180280571241936,-1.410769761288184,1.8552820530667511,-0.11903534879702535,-0.12862893769486858,-0.32082250075861918,-0.22795527873187338,-0.25811769687565594,1.4125439102696786,1.8460876653347595,0.10929423430522074,-0.10439511232224759,0.31965103914189746
0.2290973867379211,-0.25247307487437332,-1.4116380476701826,1.8549824115873847,-0.11817768386427784,-0.12864242605575693,-0.32006597133808595,-0.22798099005852354,-0.26064526536780996,1.4122163827350984,1.8457944133324651,0.10945908073423855,-0.099414461380216729,0.31933451265193719
0.22880409860228326,-0.2524272264842059,-1.4116585636045229,1.8549806368744208,-0.11735355886708938,-0.12744377351863012,-0.31934955809008247,-0.2283986813786536,-0.26171586736846586,1.4111730562319234,1.8449893949759155,0.10874484924892523,-0.094821424417608713,0.31843499519084262
0.22883107244746573,-0.2526371961012352,-1.4113547782422198,1.853777739034661,-0.11645086742240951,-0.12515955589054531,-0.31848442966123386,-0.22838719854023404,-0.26517848321406884,1.4107380837287486,1.8441910046057264,0.10948836781876724,-0.091021839110862354,0.31854662514628201
