# time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
3.800000000000000044e-01,-6.566000564792462413e-01,-1.097758791050941873e+00,9.103080917816253059e-03,1.966901706370529634e+00,-1.947671757011166349e+00,9.837793496019979766e-01,7.434149036766789509e-01,-2.258999999999999897e-01,-3.477999999999999980e-01,1.392900000000000027e+00,1.794799999999999951e+00,7.820000000000000562e-02,8.210000000000000631e-02,3.286999999999999922e-01
3.900000000000000133e-01,-6.549968177525229418e-01,-1.098782209003248633e+00,7.498515920581446011e-03,1.965903167059201540e+00,-1.937400024142188482e+00,9.854656665995276121e-01,7.383194799046771672e-01,-2.265999999999999959e-01,-3.508999999999999897e-01,1.390200000000000102e+00,1.792499999999999982e+00,7.779999999999999416e-02,8.939999999999999336e-02,3.310000000000000164e-01
4.000000000000000222e-01,-6.770890885230748113e-01,-1.100101423649356480e+00,3.736237957489328687e-02,1.963600267015259471e+00,-1.928977009852889557e+00,9.987724224052528799e-01,7.293209941708812538e-01,-2.263000000000000012e-01,-3.543000000000000038e-01,1.389799999999999924e+00,1.790200000000000014e+00,8.019999999999999352e-02,9.700000000000000289e-02,3.328999999999999737e-01
4.099999999999999756e-01,-6.894753337660660675e-01,-1.101983045588269983e+00,5.449423669281594496e-02,1.961797100768480684e+00,-1.920240442069133247e+00,1.008092892768497340e+00,7.186877800748737721e-01,-2.263000000000000012e-01,-3.573999999999999955e-01,1.387899999999999912e+00,1.788200000000000012e+00,8.050000000000000211e-02,1.047000000000000014e-01,3.336000000000000076e-01
4.199999999999999845e-01,-7.097361463659229708e-01,-1.102472032113738898e+00,8.064531372118764752e-02,1.958622951466270301e+00,-1.912976985045536260e+00,1.020090387645209873e+00,7.094498451200095257e-01,-2.265999999999999959e-01,-3.613000000000000100e-01,1.387100000000000000e+00,1.784799999999999942e+00,8.050000000000000211e-02,1.111999999999999933e-01,3.343999999999999750e-01
4.299999999999999933e-01,-6.805353716574995548e-01,-1.103865590513003481e+00,4.479803683025060379e-02,1.956838742015041488e+00,-1.896753551350058631e+00,1.008148417227772820e+00,7.096711860622032519e-01,-2.258999999999999897e-01,-3.650999999999999801e-01,1.385999999999999899e+00,1.782100000000000017e+00,7.979999999999999594e-02,1.197000000000000008e-01,3.356000000000000094e-01
4.400000000000000022e-01,-6.825206855920682436e-01,-1.105123333684074005e+00,4.771193669553019934e-02,1.953396832063452049e+00,-1.887461615992156672e+00,1.010903266302687564e+00,7.024843607933177747e-01,-2.263000000000000012e-01,-3.682000000000000273e-01,1.384400000000000075e+00,1.778999999999999915e+00,8.019999999999999352e-02,1.269000000000000128e-01,3.362999999999999878e-01
4.500000000000000111e-01,-6.883377256702145619e-01,-1.106515331394515522e+00,5.738425352853897266e-02,1.951993759901801795e+00,-1.878610397011933442e+00,1.016738836964361292e+00,6.979358406443639806e-01,-2.265999999999999959e-01,-3.711999999999999744e-01,1.383699999999999930e+00,1.777099999999999902e+00,8.050000000000000211e-02,1.338000000000000023e-01,3.375000000000000222e-01
4.600000000000000200e-01,-6.884112838198989115e-01,-1.108130290015145514e+00,5.703220334337532477e-02,1.950178998362381400e+00,-1.871467564975197950e+00,1.017793262427497014e+00,6.918846266009580637e-01,-2.258999999999999897e-01,-3.750999999999999890e-01,1.382900000000000018e+00,1.774000000000000021e+00,8.050000000000000211e-02,1.400000000000000133e-01,3.382000000000000006e-01
4.699999999999999734e-01,-7.107623478076378065e-01,-1.110260677942076057e+00,8.561762118027278767e-02,1.949455241389365989e+00,-1.866966225594869799e+00,1.029934532847189166e+00,6.839446349688472759e-01,-2.255000000000000060e-01,-3.776999999999999802e-01,1.381299999999999972e+00,1.771700000000000053e+00,8.019999999999999352e-02,1.469000000000000028e-01,3.375000000000000222e-01
4.799999999999999822e-01,-7.071637094276786994e-01,-1.111225962555263624e+00,8.244571144537876650e-02,1.947310251934857073e+00,-1.859309589738653345e+00,1.029450047382774569e+00,6.809066324004152682e-01,-2.247000000000000108e-01,-3.815999999999999948e-01,1.380600000000000049e+00,1.768699999999999939e+00,8.089999999999999969e-02,1.519000000000000072e-01,3.390000000000000235e-01
4.900999999999999801e-01,-6.986289619741371526e-01,-1.111914594290109859e+00,7.210505293638119761e-02,1.944371807377164307e+00,-1.850379592621923086e+00,1.026989596569365837e+00,6.772817583870578417e-01,-2.250999999999999945e-01,-3.842999999999999750e-01,1.378700000000000037e+00,1.766799999999999926e+00,8.089999999999999969e-02,1.572000000000000064e-01,3.390000000000000235e-01
5.000000000000000000e-01,-6.859173576723617272e-01,-1.112847228120873666e+00,5.667378976771395016e-02,1.942217631004475642e+00,-1.840568608796734340e+00,1.021488581010321806e+00,6.753649073370474598e-01,-2.247000000000000108e-01,-3.889000000000000234e-01,1.377099999999999991e+00,1.764100000000000001e+00,8.089999999999999969e-02,1.633999999999999897e-01,3.412999999999999923e-01
5.100000000000000089e-01,-6.855960319192393460e-01,-1.114000602116674843e+00,5.705623901568875750e-02,1.940435403139767478e+00,-1.832268822644978146e+00,1.022693288470229778e+00,6.719341958967043338e-01,-2.242999999999999994e-01,-3.911999999999999922e-01,1.376700000000000035e+00,1.761400000000000077e+00,8.050000000000000211e-02,1.675999999999999990e-01,3.436000000000000165e-01
5.200000000000000178e-01,-6.887225521619663171e-01,-1.115442890510375262e+00,6.239220673275049783e-02,1.937067043007258738e+00,-1.826499824336030420e+00,1.025051224098938230e+00,6.650204581731056219e-01,-2.240000000000000047e-01,-3.941999999999999948e-01,1.375199999999999978e+00,1.759500000000000064e+00,7.979999999999999594e-02,1.713999999999999968e-01,3.454999999999999738e-01
5.300000000000000266e-01,-7.013372050270395563e-01,-1.116470384272391314e+00,7.864163065347717918e-02,1.934894048824904234e+00,-1.823077661449431952e+00,1.031368162776916231e+00,6.598955630813749806e-01,-2.240000000000000047e-01,-3.976999999999999980e-01,1.374100000000000099e+00,1.757200000000000095e+00,8.050000000000000211e-02,1.756000000000000061e-01,3.482000000000000095e-01
5.400000000000000355e-01,-6.759862006147484559e-01,-1.116851493115282423e+00,4.773743108934377227e-02,1.931957999900162370e+00,-1.812329652128237489e+00,1.018881638477887819e+00,6.596098009098489978e-01,-2.235999999999999932e-01,-4.000000000000000222e-01,1.372500000000000053e+00,1.756000000000000005e+00,8.019999999999999352e-02,1.799000000000000044e-01,3.508999999999999897e-01
5.500000000000000444e-01,-6.611421352726302159e-01,-1.117662804936912169e+00,2.803247584857760863e-02,1.930124137380553995e+00,-1.802363196847878601e+00,1.010626830993328396e+00,6.580791960081111558e-01,-2.235999999999999932e-01,-4.033999999999999808e-01,1.371799999999999908e+00,1.752599999999999936e+00,7.979999999999999594e-02,1.844999999999999973e-01,3.536000000000000254e-01
5.600000000000000533e-01,-6.649423947951130787e-01,-1.119502609232099877e+00,3.411539261803712975e-02,1.927188677869029032e+00,-1.796846385556061243e+00,1.012355498193630909e+00,6.515324587367515852e-01,-2.232000000000000095e-01,-4.064999999999999725e-01,1.370200000000000085e+00,1.750299999999999967e+00,7.900000000000000078e-02,1.875000000000000000e-01,3.563000000000000056e-01
5.699999999999999512e-01,-6.577341052085530215e-01,-1.119572158375405246e+00,2.551178325850426629e-02,1.924574517754296332e+00,-1.789057039816376982e+00,1.009158418833413284e+00,6.500995281408942228e-01,-2.223999999999999866e-01,-4.099999999999999756e-01,1.367899999999999894e+00,1.747600000000000042e+00,7.939999999999999836e-02,1.910000000000000031e-01,3.589999999999999858e-01
5.799999999999999600e-01,-6.513978391061129303e-01,-1.120960556476876979e+00,1.808716568407198189e-02,1.922424347363668407e+00,-1.782229125913079359e+00,1.005594227177430966e+00,6.457988568943623386e-01,-2.223999999999999866e-01,-4.133999999999999897e-01,1.366000000000000103e+00,1.745300000000000074e+00,7.860000000000000320e-02,1.937000000000000111e-01,3.615999999999999770e-01
