left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2
1.6972467647607585,-2.1470000743865967,-2.0499117062690768,1.5592910873403467,-1.9140749518969431,1.3266313099296767,-0.15441998816847619
1.6873524381853107,-2.1470000743865967,-2.0372968404774707,1.5676750605600989,-1.9136635510935673,1.3355909510893098,-0.15158194656924029
1.6797113022820191,-2.1470000743865967,-2.0264222822795643,1.5756379509168401,-1.9132344203275102,1.3446519817833034,-0.1462932082652014
1.6692303097390448,-2.1470000743865967,-2.0138581901779951,1.5845314422808265,-1.9130265501409527,1.3544658910522775,-0.14440576807340558
1.6628189796937538,-2.1470000743865967,-2.0039083245162961,1.59235307693146,-1.911180367437064,1.3623119743091348,-0.14031668581865264
1.6527727162389356,-2.1470000743865967,-1.9917437691221285,1.6015037374634311,-1.9102462789136749,1.3713429196334441,-0.13552714205146546
1.6464619945289456,-2.1470000743865967,-1.9827492798140971,1.6076412367447723,-1.9090994519850613,1.3793864302673109,-0.13400685735547252
1.6364618408556004,-2.1470000743865967,-1.9700699777499595,1.6161167290782716,-1.9079697388120378,1.3883598521565481,-0.13012167810578407
1.6244460190421512,-2.1470000743865967,-1.9568496291449171,1.6261746887860677,-1.9068283216809347,1.3977284488615553,-0.12574334847346053
1.619955148029028,-2.1470000743865967,-1.9494880097815537,1.6331766368170051,-1.9046026792359338,1.4049812120635945,-0.1227554519287985
1.6126005531147463,-2.1470000743865967,-1.9395982101629405,1.6400635942739004,-1.9023505135260161,1.4127351479577779,-0.11804543444000111
1.6019123778824702,-2.1470000743865967,-1.9270289927283268,1.6480766426350482,-1.9014698252461433,1.4215677451634603,-0.1131034986160815
1.5944203046486696,-2.1470000743865967,-1.9172358038798543,1.655295854398305,-1.8991889968188846,1.429668293288447,-0.11014084391734885
1.5874892036505259,-2.1470000743865967,-1.9089996189358034,1.6644305994241095,-1.8954918074295182,1.437259485526897,-0.10389656518712208
1.5806650103862192,-2.1470000743865967,-1.8998477348273739,1.6714831486498944,-1.8932363163650514,1.4441737314084968,-0.10033989058349109
1.5700751109447719,-2.1470000743865967,-1.8881364433664396,1.6797239502931798,-1.8907730025789717,1.4520545360721262,-0.094526013179303203
1.5655153463243947,-2.1470000743865967,-1.8800488351564038,1.6856319842264103,-1.8876198757195919,1.458853448315697,-0.091529332700346702
1.5566925218044059,-2.1470000743865967,-1.8703141965039549,1.6928486928920983,-1.8848740684505916,1.4663963397228996,-0.086879901546905919
1.5485865592096013,-2.1454650368378312,-1.862050190503203,1.7014091676550664,-1.8790694707424151,1.4732610575507468,-0.07916114967564003
1.5498754374695094,-2.1399255825920709,-1.8627218974703217,1.7050809181295989,-1.8715465103045272,1.4753313549912457,-0.075921123096466064
1.543536171197984,-2.1368320823234446,-1.8573111949103582,1.712128508140496,-1.8650022152399957,1.4793405397927519,-0.070789320549133769
1.5426605542408556,-2.1312120957945337,-1.8575716169604344,1.717767705625777,-1.8551867218757851,1.4808338041329696,-0.062711290430117514
1.5368152029789197,-2.1299009138974534,-1.850962559964962,1.7247790514077974,-1.8505694509455448,1.4860600824238899,-0.056762309314674714
1.5388879574805969,-2.1203777807950339,-1.8565026455167868,1.7295798260911845,-1.8363446093506435,1.4847417492702977,-0.050193304364100723
1.5236679417386163,-2.1272938652467324,-1.8356720859626818,1.7390049793267444,-1.8389746272952883,1.4968807350196409,-0.044320959169199432
1.5482716642636807,-2.093979153513899,-1.878336648313025,1.7378506603989026,-1.8029421160557249,1.4736413100842705,-0.033918706373504706
1.4940081537685861,-2.1470000743865967,-1.7919437977939021,1.7555119488842745,-1.8486582526200119,1.5245693092045394,-0.039025154377862629
1.5866900334190419,-2.0511596276864421,-1.9371540787347659,1.7393140572865016,-1.7531814965323411,1.4451429189072738,-0.016897256822877831
1.4869456602241788,-2.1386850146024097,-1.7870309037266598,1.7678128378662803,-1.8320629846642309,1.5259897035026426,-0.026154625381183669
1.611092962540706,-2.0210581448795599,-1.9753929619912536,1.7458000315875286,-1.7144472446425698,1.4266908732902559,-0.0032966986403984004
1.5285394263258272,-2.071497751881338,-1.8640559235042524,1.7687407307246819,-1.7609684981181049,1.4763342189486732,-0.0017373313444233936
1.4604973252585278,-2.1470000743865967,-1.7517079040438395,1.7892384517679403,-1.8245906040883604,1.5445527625959061,-0.0099888060112270048
1.5734009421680748,-2.0254983412134471,-1.9303992260875276,1.769010069394902,-1.7072692827358216,1.4399324955293142,0.013848412138862249
1.4599183448739632,-2.1254111180500135,-1.7608703338814891,1.8004317715862488,-1.7958341538326135,1.5300795527149784,0.006043225513385625
1.6398016698538664,-1.977955756655271,-2.0198018321086435,1.7647428112127883,-1.650485313378625,1.4003797399002405,0.027908765145309003
1.5822946424001161,-1.996865078820159,-1.9511192202542,1.7825318880726115,-1.6674746615609144,1.4229973963040536,0.033692772506350076
1.4778182730922742,-2.0637990675165905,-1.8107923608143488,1.8109813739485587,-1.7290096206356578,1.4854560819316094,0.032515730595815785
1.4662464513428475,-2.0671432710905142,-1.797042035161843,1.8184469005811443,-1.7264242669015615,1.4904085699336287,0.039284327476091063
1.4874152271915746,-2.0350210816112755,-1.8343975152079255,1.8185084137654928,-1.6947012316450467,1.4648407511226795,0.0478148976189482
1.4412879775136196,-2.0718241477351813,-1.7682095268799303,1.8351030237383783,-1.7240254870831784,1.4990961487080636,0.04904020571687602
1.4612602227968468,-2.0385380002317084,-1.8062828486772615,1.835013936194394,-1.6915173737487834,1.4719627568600901,0.057421044949706485
-1.6146041791657451,-0.77574297149824212,1.7419148130070112,2.0071331099961567,-1.8224049474523556,2.0437695746502302,0.17437307571970198
-1.6047820728467204,-0.71955439588800629,1.7655939992327623,2.0130300943915667,-1.8647904213424624,2.0940001010894775,0.16454857442226228
-1.6081081918059339,-0.7232251361522819,1.767530415055321,2.0173633997708693,-1.8547500483742048,2.0940001010894775,0.17519351189393459
-1.6100935953182522,-0.72323033163663009,1.7694171195977271,2.0222965236642989,-1.8468288309768428,2.0940001010894775,0.18436878713134408
-1.6102300637165823,-0.72550526060214937,1.7699056522190544,2.0254737093193071,-1.840208855776019,2.0940001010894775,0.19230572097270765
-1.6130692399640723,-0.72705546535680077,1.7716759463498155,2.0296171116909871,-1.8323673910582825,2.0940001010894775,0.20246132032376166
-1.6129237154483846,-0.72739689855690304,1.7732291321748499,2.0321786051110418,-1.8283217180104174,2.0940001010894775,0.20734068118755794
-1.6140206339735372,-0.72841073273811496,1.7733187964665169,2.0365707350108444,-1.8205475995811984,2.0940001010894775,0.21726111442243401
-1.6143709111434488,-0.72915257356304874,1.7749462763820949,2.040367429753009,-1.8141726564314649,2.0940001010894775,0.22351695027595819
-1.6146444971979177,-0.72928784803741431,1.7761667110055013,2.0436937552537944,-1.8085939529507622,2.0940001010894775,0.23195874219336907
-1.6147635270240734,-0.73007715371206472,1.7762752333595806,2.0477058261683152,-1.801872083912049,2.0940001010894775,0.24052456531932193
-1.6157638774413459,-0.72927385370661846,1.7771332554555732,2.0523357488571143,-1.7951182442332956,2.0940001010894775,0.24896777278705132
-1.6157468587095518,-0.72819852450336453,1.778481567283632,2.0553605613336212,-1.7915539180225741,2.0940001010894775,0.25476099449839823
-1.6173806484749595,-0.7314324519782599,1.7787837103766395,2.0585402377692654,-1.7836807670647485,2.0940001010894775,0.26214616160678655
-1.6181972881372986,-0.73206598182207538,1.779601757656859,2.0621966437493593,-1.7761974258356807,2.0940001010894775,0.27101624266621027
-1.6150342307058898,-0.73056632156040002,1.7791217065799656,2.0656420425939332,-1.7723859672252322,2.0940001010894775,0.27778920519463207
-1.6159688485301213,-0.73274856187520887,1.7796216221695262,2.0684139663399104,-1.7664745423235328,2.0940001010894775,0.2835722642762214
-1.6193341119611266,-0.73359110506810488,1.7804623358609333,2.0740047936000368,-1.7575369795543256,2.0940001010894775,0.29311016480883706
-1.618343225240457,-0.73401020721669286,1.7806878880211803,2.0766047146529045,-1.7546993268769286,2.0940001010894775,0.29680502568726053
-1.6165942367649622,-0.7351032514308864,1.7803698624380628,2.0801663163027713,-1.7475974239032566,2.0940001010894775,0.30527205756763337
-1.6186723400844334,-0.73804287898238385,1.7801331105088798,2.0836308918122484,-1.7404183424404218,2.0940001010894775,0.30995444261614163
-1.6182272773152429,-0.7390708118339081,1.7803256914154804,2.0861783061188581,-1.7372333186819464,2.0940001010894775,0.31383402601330429
-1.6167782494162839,-0.73919909256645366,1.7797359627435647,2.0899113327190317,-1.7321532957840668,2.0940001010894775,0.32033675656088673
-1.6177281403831998,-0.74253498684426733,1.7783313715916766,2.0936772841061537,-1.7238431962159875,2.0940001010894775,0.32774884753819167
-1.6163528806959941,-0.74291633276028646,1.7787438041844998,2.095097593487762,-1.7222115061484609,2.0940001010894775,0.33106873546080523
-1.6171009109281707,-0.74452287891758462,1.7779922895803695,2.0994052009111521,-1.7151864033866768,2.0940001010894775,0.3382934457762734
-1.6162799648461545,-0.74632696036542501,1.7773806848303821,2.1022436787118566,-1.7099935498211576,2.0940001010894775,0.34262238374686299
-1.6143184713249028,-0.7467439805834708,1.7764059655444924,2.104764606221837,-1.7062591905176512,2.0940001010894775,0.34916447008916096
-1.6165912926550279,-0.74906424529709892,1.7770421432359402,2.1086828396974617,-1.7009097243449902,2.0940001010894775,0.35395372284494975
-1.6145781449218282,-0.75026801625730022,1.7757014256305477,2.1118075016422417,-1.6952500943083748,2.0940001010894775,0.36184492635528748
-1.6136995929008946,-0.75190180532557438,1.7741573391052927,2.1138485035330965,-1.6919914913214009,2.0940001010894775,0.3659226930884692
-1.6115723086291878,-0.75354676577632618,1.7731102323824501,2.1158943660885665,-1.6878249739965983,2.0940001010894775,0.37070892810702988
-1.6101834629422314,-0.75543813133108562,1.7713840769785372,2.1190684865195175,-1.6824979514405516,2.0940001010894775,0.37686575123409594
-1.6116678980106836,-0.75691973224691067,1.7713023409077835,2.1215431131873221,-1.6781778545194819,2.0940001010894775,0.3825144548637055
-1.609898455404918,-0.75742347852649805,1.7698542331710154,2.1247323027339262,-1.6740949116989903,2.0940001010894775,0.38871965299413047
-1.6082223841710324,-0.7590770323611038,1.768459145428787,2.1275483830311113,-1.668909505967169,2.0940001010894775,0.39445213869088824
-1.6074387545925037,-0.76029455537052704,1.7677106274444681,2.1296338294884025,-1.6648491924606903,2.0940001010894775,0.39974681111277544
-1.6058280207372269,-0.76159401331042642,1.7664225739909161,2.1309225294175067,-1.661677188676979,2.0940001010894775,0.40468521597109824
-1.6031758912049856,-0.76067430372985401,1.765531658222707,2.1335468268848419,-1.6595563569948271,2.0940001010894775,0.4103412613451643
-1.6038662678049416,-0.76270383028879341,1.7643552802701037,2.1370198289319893,-1.6534067446710881,2.0940001010894775,0.41660893396048804
-1.6007332808622321,-0.76289247491760692,1.7622332826567413,2.1395318533967966,-1.6493933284592106,2.0940001010894775,0.42217709951708066
-1.6000451920723731,-0.76403777106275028,1.7619279490293154,2.1412483977339178,-1.6462460355101858,2.0940001010894775,0.4296359475833797
-1.5986129338077366,-0.76510732072448506,1.7611286780525768,2.1433413981749241,-1.6425537521375055,2.0940001010894775,0.43600241350000052
-1.5980584756359277,-0.76519696534286297,1.7600872463272641,2.1455038072391321,-1.6391217535260472,2.0940001010894775,0.44237747057190546
-1.5973837924276191,-0.76508096054239416,1.7593751086702198,2.1476885490813316,-1.6366171459240584,2.0940001010894775,0.44768189938859443
-1.5952006261144525,-0.76600210444100281,1.758223131253112,2.1494881627410383,-1.6328276410714515,2.0940001010894775,0.45304781534765309
-1.5930977851980981,-0.76604065787509934,1.7570838672777973,2.1512782604184717,-1.6309842084413053,2.0940001010894775,0.45663964186435541
-1.5914827421891542,-0.76599905183490691,1.7560810451218025,2.1534354209002555,-1.6281442811290328,2.0940001010894775,0.46371535389334217
-1.5910549430321659,-0.76679349893760895,1.7553040599320728,2.1555590922190357,-1.6255556973148415,2.0940001010894775,0.46834148082525534
-1.5902455436814085,-0.76764268518860801,1.7541936173254085,2.1576561199861581,-1.6214294047529589,2.0940001010894775,0.47492263355222625
-1.5893866715557126,-0.76873548412332737,1.7534104359229568,2.15935522156287,-1.6177790465165969,2.0940001010894775,0.48059424183325294
-1.5888992771162944,-0.76818321510869325,1.7531774526108126,2.1619698317183049,-1.6170194341905744,2.0940001010894775,0.48654270854320192
-1.5878396016687386,-0.76826297701997914,1.7515170205497621,2.1641314484234462,-1.6146042382410712,2.0940001010894775,0.4916924257311448
-1.5853172052566784,-0.76783203710962966,1.7498584907785779,2.1663245716679436,-1.6125446756974273,2.0940001010894775,0.49699380279033384
-1.5847206673631922,-0.76694445858237903,1.7496408713264828,2.1685502819608864,-1.6104272423680115,2.0940001010894775,0.50427469106203882
-1.5826086436794122,-0.76635108839749477,1.7483145119774635,2.1703676168573893,-1.6092900439596565,2.0940001010894775,0.51051507821671405
-1.5819957399872757,-0.76509442637592073,1.7478034907532629,2.172244671709509,-1.6087362378750492,2.0940001010894775,0.51635110496317405
-1.5804308992138085,-0.76396175049744364,1.7462384711402055,2.1752623839472633,-1.6068027626476196,2.0940001010894775,0.52347922694346827
-1.5790646345939408,-0.76277068888209698,1.7454813250605103,2.1771301278501158,-1.6066855800874458,2.0940001010894775,0.5304528164450043
-1.5776221992475059,-0.76104803048060643,1.7446625270970924,2.1790083711372583,-1.6051078193693626,2.0940001010894775,0.53779477157787359
-1.5764772998382488,-0.75943719983704561,1.7444313585894708,2.1820627605263523,-1.6039379440398214,2.0940001010894775,0.54580969058791728
-1.5764528363317178,-0.75774652862996716,1.7438009044489162,2.1843287893318908,-1.6027999017625718,2.0940001010894775,0.55420703778716129
-1.5750692673903772,-0.75730635123253487,1.7420854586210337,2.1869105618939035,-1.601651627719707,2.0940001010894775,0.56130236040405124
-1.5722503543793316,-0.75590586374823998,1.7403515660007955,2.1883558098793205,-1.6006241086415163,2.0940001010894775,0.56979664873656477
-1.5704046502549029,-0.75505629340533298,1.739091455132201,2.1913266820888642,-1.5970506897443062,2.0940001010894775,0.57908077021135218
-1.5698458056921791,-0.75271705358954744,1.7390063428976503,2.1928673775458312,-1.5980427884545538,2.0940001010894775,0.58744206608916283
-1.567876913393736,-0.7513980494604956,1.7368034373031751,2.1958696776101805,-1.5955710730519916,2.0940001010894775,0.59704960572524335
-1.5672951707548437,-0.74864461022980866,1.7360453642663285,2.1981996540116082,-1.5953366533656717,2.0940001010894775,0.60550546922214388
